,Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),reactions_sum,reactions_groupavg,score
476,Senator Mark Kelly,SenMarkKelly,105665878021948,13838,15524,2021-04-13 22:20:33 CEST,Link,611,414,156,21,6,2,2,1,2,7,,0,0,0,,https://www.facebook.com/105665878021948/posts/208747274380474,The federal government has failed Arizona on border security and immigration for decades. We can't let the response to this crisis fall on Arizona border communities. It’s the federal government’s responsibility to get the resources needed at the border.,https://ktar.com/story/4266693/sen-mark-kelly-of-arizona-gets-firsthand-look-at-border-situation/,,,Sen. Mark Kelly of Arizona gets firsthand look at border situation - KTAR.com,Sen. Mark Kelly of Arizona on Monday made his second trip to the U.S.-Mexico border since he took office late last year.,,,1.6,611,929.7142857142857,0.6571911493546405
477,Senator Mazie K. Hirono,senatorhirono,656523967813557,25815,42352,2021-05-06 01:22:37 CEST,Photo,603,309,70,73,11,15,3,8,111,3,,0,0,0,,https://www.facebook.com/656523967813557/posts/2245873612211910,"$7.7 billion. That's how much United Airlines received in federal aid to keep workers employed. And yet, they propose to outsource more than 2,500 jobs and give their executives millions in bonuses. Their employees deserve the same level of job security. I'm writing to Secretary Yellen alongside my colleagues to request that Treasury requires airlines receiving federal assistance to refrain from outsourcing jobs while promising executive bonuses. Thank you to Eric Gill and Unite Here! Local 5 for bringing this to my attention.",https://www.facebook.com/senatorhirono/photos/a.666505916815362/2245873498878588/?type=3,,,Photos from Senator Mazie K. Hirono's post,,,,1.6,603,1041.6190476190477,0.5789064642955106
478,U.S. Senator Kirsten Gillibrand,SenKirstenGillibrand,147791132432624,28292,157535,2021-05-07 19:06:22 CEST,Link,512,241,153,34,27,6,30,2,12,7,,0,0,0,,https://www.facebook.com/147791132432624/posts/909891052889291,The Public Service Loan Forgiveness Program was intended to forgive public servants' student loans — but almost every applicant is being rejected. I'm calling on the Biden administration to make this right and give public servants the debt relief they've earned.,https://www.businessinsider.com/public-service-loan-forgiveness-biden-democrats-student-debt-cancelation-2021-5,,,A student-loan forgiveness program for public-service workers has a 98% denial rate. 56 Democrats say it's time for Biden to fix it.,"Biden's campaign promised he'd see to it that the Public Service Loan Forgiveness program was ""fixed, simplified, and actually helps teachers.""",,,1.6,512,959.3703703703703,0.5336833571400996
479,Senator Edward J. Markey,EdJMarkey,6846731378,56731,135295,2021-04-16 21:01:44 CEST,Link,807,332,282,20,71,3,49,2,42,6,,0,0,0,,https://www.facebook.com/6846731378/posts/10158557408811379,"In this moment of crisis, with the fate of our democracy on the line and a Republican-packed court, Congress can and must use its power to expand the Supreme Court.",https://www.cnn.com/2021/04/15/opinions/supreme-court-expansion-markey-jones/index.html,,,Legislators: Add four justices to the Supreme Court (Opinion),"Sen. Edward J. Markey and Rep. Mondaire Jones write that adding four seats to the Supreme Court would help to stop Republicans' reliance on the highest court to govern and, consequently, help strengthen the country's democracy.",,,1.59,807,1048.8297872340424,0.7694289481691856
480,Senator Chris Murphy,senchrismurphy,2399054590165497,245810,307928,2021-04-12 20:10:44 CEST,Native Video,947,618,141,91,72,2,13,0,6,4,owned,6070,6646,0,00:00:17,https://www.facebook.com/2399054590165497/posts/5402176106519982,The House did its job. Now it's up to the Senate. We must act.,https://www.facebook.com/senchrismurphy/videos/214721220427883/,,,,,,,1.59,947,2562.525,0.3695573701719983
481,Senator Tammy Duckworth,SenDuckworth,112300955610529,158442,266724,2021-04-19 22:29:37 CEST,Photo,"3,679",2233,642,64,547,4,133,7,26,23,,0,0,0,,https://www.facebook.com/112300955610529/posts/1933016886872251,"Welcome to Illinois, First Lady Dr. Jill Biden and Secretary Miguel Cardona! Together, we can help make our education system work for all Americans.",https://www.facebook.com/GovPritzker/photos/a.2020673658046984/4078004952313834/?type=3,,,Governor JB Pritzker,"It was my pleasure to welcome First Lady Dr. Jill Biden and Secretary Miguel Cardona to Illinois for a tour of Sauk Valley Community College. 

Investing in education is investing in the future of our state and our nation — a belief we all hold dear.",,,1.59,3679,3332.535714285714,1.1039641628532542
482,U.S. Senator Elizabeth Warren,senatorelizabethwarren,131559043673264,3310562,3473138,2021-05-01 16:38:46 CEST,Link,"17,835",13730,403,1387,2115,11,39,2,30,118,,0,0,0,,https://www.facebook.com/131559043673264/posts/1833668606795624,"Whether you call it International Workers Day or May Day, today we recognize the long history of workers joining together to fight for real change. The Senate must pass the PRO Act to strengthen people’s right to organize.",https://www.npr.org/2021/03/09/975259434/house-democrats-pass-bill-that-would-protect-worker-organizing-efforts,,,House Democrats Pass Bill That Would Protect Worker Organizing Efforts,"The PRO Act would provide protections to workers trying to organize, limiting what companies can do to disrupt union membership campaigns. The bill is unlikely to advance in the Senate.",,,1.59,17835,22122.28947368421,0.806200462262995
483,Senator Sheldon Whitehouse,SenatorWhitehouse,194172833926853,38682,55661,2021-05-06 00:34:46 CEST,Photo,"1,357",866,262,19,179,2,14,3,2,10,,0,0,0,,https://www.facebook.com/194172833926853/posts/4234752616535501,AF2 heading out after VP visit to RI.,https://www.facebook.com/SenatorWhitehouse/photos/a.216561905021279/4234752489868847/?type=3,,,,,,,1.59,1357,1354.857142857143,1.0015816111345424
484,Senator Chris Murphy,senchrismurphy,2399054590165497,245720,307771,2021-04-22 17:50:30 CEST,Link,"1,382",948,176,55,184,2,6,0,2,9,,0,0,0,,https://www.facebook.com/2399054590165497/posts/5449773981760194,So excited about this – and proud to have secured this funding for Connecticut.,https://www.wfsb.com/news/gov-aims-to-send-70-000-kids-to-summer-camp-for-free/article_5539f704-a290-11eb-baa4-fb39b3b1b656.html?block_id=994091,,,"Gov. aims to send 70,000 kids to summer camp for free",Connecticut will expand summer learning programs with help from the American Rescue Plan.,,,1.59,1382,2562.525,0.539311811592082
485,Senator Kyrsten Sinema,SenatorSinema,233846963416149,60801,77289,2021-05-02 21:00:49 CEST,Link,236,96,102,8,12,5,11,0,2,0,,0,0,0,,https://www.facebook.com/233846963416149/posts/2259215527545939,"“One of our core values is inclusion, which reflects our broad and overarching commitment to creating a welcoming and supportive atmosphere…” Proud to see the University of Arizona named a national leader in workforce diversity. https://azbigmedia.com/business/forbes-names-university-of-arizona-best-employer-for-diversity/",https://azbigmedia.com/business/forbes-names-university-of-arizona-best-employer-for-diversity/,,,Forbes names University of Arizona 'Best Employer for Diversity' | AZ Big Media,"The University of Arizona is a national leader in workforce diversity, according to Forbes.",,,1.58,236,530.1481481481482,0.4451585859997205
486,Senator Van Hollen,chrisvanhollen,109304033877,49908,97516,2021-04-13 20:37:06 CEST,Link,"1,221",597,337,83,115,3,7,5,65,9,,0,0,0,,https://www.facebook.com/109304033877/posts/10158467763718878,"At midnight last night, the Maryland General Assembly wrapped up a very productive session despite all the constraints required by the pandemic. Among the key measures they passed are important reforms to bring more accountability and transparency to our police systems. While the Governor vetoed that legislation, state leaders in Annapolis pushed forward on progress, overrode the veto, and set an example for the rest of the nation. Maryland’s new law requires public reporting of misconduct, restricts no-knock warrants, creates a new disciplinary system and police accountability boards composed of civilians and community members, and takes other vital steps to improve our justice system. Now Congress must do its part and pass the George Floyd Justice in Policing Act.",https://www.baltimoresun.com/politics/bs-md-pol-ga-session-wrap-list-20210413-eceic4nybjfsbaxqvi53meem4e-story.html,,,Key legislation approved by the Maryland General Assembly in 2021,"Some of the bills have already become law, but most now head to Maryland Gov. Larry Hogan for his review.",,,1.58,1221,1275.157894736842,0.95752847944527
487,Senator Martin Heinrich,MartinHeinrich,137523189213,27630,53167,2021-05-03 18:30:48 CEST,Photo,959,581,183,58,110,3,15,0,0,9,,0,0,0,,https://www.facebook.com/137523189213/posts/10159322940664214,"I’m here this morning at Intel’s Rio Rancho Campus to welcome a historic level of new investment. Today, we're ushering in hundreds of new high-paying, homegrown careers to New Mexico and making our state a hot spot for manufacturing the advanced technologies and products of the future.",https://www.facebook.com/MartinHeinrich/photos/a.10152278201614214/10159322940314214/?type=3,,intel,Photos from Senator Martin Heinrich's post,,,,1.58,959,1333.2666666666667,0.7192859642982149
488,Senator Chuck Schumer,senschumer,15771239406,429274,584837,2021-04-29 18:49:13 CEST,Photo,"5,593",2980,1191,217,583,10,116,24,74,398,,0,0,0,,https://www.facebook.com/15771239406/posts/10159622384209407,"This morning, I had the honor of meeting with George Floyd’s brother Philonise Floyd, Eric Garner’s mother Gwen Carr, Ben Crump, and the families of other victims of police violence. This Senate is committed to getting strong policing reform with meaningful accountability done.",https://www.facebook.com/senschumer/photos/a.10150113225969407/10159622377384407/?type=3,,,Photos from Senator Chuck Schumer's post,,,,1.58,5593,5172.55223880597,1.0812843914924068
489,Senator Catherine Cortez Masto,SenatorCortezMasto,1283446251699112,13668,37908,2021-04-26 21:10:00 CEST,Native Video,208,95,69,10,16,1,15,0,1,1,owned,1388,1423,0,00:02:10,https://www.facebook.com/1283446251699112/posts/4118673141509728,"If we’re going to compete with China, we can’t allow them to take over international standards setting. I’ve been working to make sure the United States leads on setting international standards for emerging technologies like 5G and artificial intelligence.",https://www.facebook.com/SenatorCortezMasto/videos/143500837669076/,,,I’ve been working to make sure the United States leads on setting international standards for emerging technologies,,,,1.58,208,581.2352941176471,0.35785851634449956
490,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7953,16642,2021-04-24 02:47:30 CEST,Status,463,313,38,23,75,2,3,0,1,8,,0,0,0,,https://www.facebook.com/766794650136727/posts/2036479393168240,"The USDA is extending universal free lunch to ALL students through the 2022 school year. Food insecurity has reached historic levels during the pandemic, and this will help millions of families across the country.",,,,,,,,1.57,463,435.05555555555554,1.0642318988634913
491,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7945,16636,2021-04-14 00:32:32 CEST,Photo,236,90,35,10,7,0,1,51,1,41,,0,0,0,,https://www.facebook.com/766794650136727/posts/2027587774057402,"Today, our country honors the life of Capitol Police Officer Billy Evans, who spent 18 years on the Capitol Police force. I paid my respects to Officer Evans in the Capitol rotunda this afternoon, and my heart is with his family and loved ones.",https://www.facebook.com/SenJackyRosen/photos/a.773777549438437/2027587717390741/?type=3,,,,,,,1.57,236,435.05555555555554,0.5424594560081727
492,Senator Catherine Cortez Masto,SenatorCortezMasto,1283446251699112,13675,37915,2021-04-27 21:21:38 CEST,Link,361,247,14,29,65,1,0,0,0,5,,0,0,0,,https://www.facebook.com/1283446251699112/posts/4121573694553006,Nevada’s students are incredibly talented! Rooting for Eakjot Sekhon as she represents Nevada at the virtual Poetry Out Loud: National Recitation Contest semifinals next month.,https://mynews4.com/news/local/mcqueen-student-will-represent-nevada-in-national-poetry-competition,,,McQueen student to represent Nevada in national poetry competition,"Eakjot Sekhon, a junior at Robert McQueen High School, will represent Nevada at the virtual Poetry Out Loud national semifinals May 2. “We are proud of Eakjot, who has participated in Poetry Out Loud for the past two years, and wish her the best in this prestigious competition,” Nevada A...",,,1.57,361,581.2352941176471,0.6210909826940593
493,Senator Maggie Hassan,SenatorHassan,523773000968844,23080,37007,2021-04-22 00:14:09 CEST,Link,302,193,43,12,46,0,4,0,0,4,,0,0,0,,https://www.facebook.com/523773000968844/posts/4321328251213281,Grandparents in New Hampshire and across the country have stepped up to take care of children impacted by the substance misuse epidemic. I’m working across the aisle to make sure these caregivers have the support they need:,https://www.seacoastonline.com/story/news/state/2021/04/21/nh-hassan-collins-grandparents-bill-for-kinship-caregivers-prevent-child-abuse/7310081002/,,,"Helping grandfamilies: Hassan, Collins say a bill is needed for 'kinship caregivers'",These caregivers are mostly grandparents who have taken over as primary caregivers for children exposed to substance misuse or other trauma.,,,1.56,302,757.2758620689655,0.3987978689495014
494,Senator Chuck Schumer,senschumer,15771239406,429087,584724,2021-04-17 16:24:24 CEST,Status,"3,377",1095,1225,94,30,10,47,582,84,210,,0,0,0,,https://www.facebook.com/15771239406/posts/10159592792069407,We’re heartbroken to learn the shooting in Indianapolis killed 8 people—including 4 members of the Sikh community. We must all stand together to stop the gun violence epidemic that has cost too many American lives. The Senate will move forward on gun safety legislation.,,,,,,,,1.56,3377,5172.55223880597,0.6528691918594418
495,Senator John Hickenlooper,SenatorHick,101702821881752,4165,5770,2021-04-27 21:54:15 CEST,Status,281,207,39,6,17,0,10,0,1,1,,0,0,0,,https://www.facebook.com/101702821881752/posts/162448512473849,"For Coloradans, nothing's more bipartisan than feeling frustrated by winter potholes, traffic jams on I-70, or slow internet outside the Front Range. Infrastructure touches all aspects of our lives. Let's come together and invest in it now.",,,,,,,,1.56,281,380.0625,0.7393520802499589
496,U.S. Senator Kirsten Gillibrand,SenKirstenGillibrand,147791132432624,28021,157364,2021-04-13 19:04:27 CEST,Live Video Complete,885,274,93,405,80,3,3,8,3,16,crosspost,8133,39830,177036,01:01:41,https://www.facebook.com/147791132432624/posts/246435663887095,"I'm live now with Jon Stewart, Sen. Marco Rubio, Rep. Raul Ruiz , Rep. Brian Fitzpatrick, veterans’ groups, and veterans and their families to announce the #BurnPitsAct — our bill to get veterans exposed to toxic burn pits the care they need.",https://www.facebook.com/SenKirstenGillibrand/videos/246435663887095/,,,Toxic Burn Pits,,,,1.56,885,959.3703703703703,0.9224800216191176
497,Senator Jeanne Shaheen,SenatorShaheen,127503767282103,30351,47698,2021-05-03 20:32:49 CEST,Photo,259,128,74,13,28,1,12,0,1,2,,0,0,0,,https://www.facebook.com/127503767282103/posts/4348493358516435,"Proud to commemorate National Teacher Appreciation Week. Over the last year, teachers have gone above and beyond to give students the best education possible despite the challenges they've faced. To all the amazing educators who continue to motivate and inspire our kids – thank you. –J.S.",https://www.facebook.com/SenatorShaheen/photos/a.177297888969357/4348492618516509/?type=3,,"KAT21383W61 S.L.C. CONGRESS RES. Recognizing contributions teachers United States well-being THE SENATE OF THE UNITED STATES DUCKWORTH, KAINE, Ms. BLUMENTHAL, SHAHEEN, MANCHIN, lowing Mrs. HOEVEN) Committee RESOLUTION Recognizing the roles and contributions the teachers the United States building and enhancing the civic, cultural, and economic well-being the United States. Whereas education and knowledge are the foundation of the and future strength the United States; earned and Whereas teachers other education staff deserve the respect their students and communities for the selfless dedication of the teachers and staff munity service and the futures of the children of Inited States; com-",Photos from Senator Jeanne Shaheen's post,,,,1.56,259,372.77777777777777,0.6947839046199702
498,Alex Padilla,alexpadilla4ca,471134912978464,28007,29289,2021-04-09 17:58:10 CEST,Link,368,82,166,21,0,6,13,9,71,0,,0,0,0,,https://www.facebook.com/471134912978464/posts/3930812087010712,"The Republican recall effort is being led by anti-mask, anti-science zealots with a long history of dangerous, radical right-wing rhetoric.",https://www.sacbee.com/news/politics-government/capitol-alert/article250172220.html,,,"How an anti-mask, anti-vaccine activist became a leader of the Gavin Newsom recall",Cordie Williams calls himself the “Megaphone Marine” and has been on a national tour to promote his ideas.,,,1.55,368,506.5652173913044,0.7264612479615483
499,Patty Murray,pattymurray,131182018871,212417,290509,2021-05-01 23:23:00 CEST,Link,"4,827",3189,396,332,704,5,73,17,9,102,,0,0,0,,https://www.facebook.com/131182018871/posts/10159392276138872,"“We don’t tell personal stories on the floor of the United States Senate.” This is what I was told during my early days in the Senate when I told the story of a friend of mine whose job was threatened because she wanted to take time off of work to be with her son who was dying of leukemia. I didn’t let that stop me—and I fought hard to pass the Family and Medical Leave Act. But this was only a first step, and I’ve been working on issues like paid leave and affordable child care ever since. I am more hopeful than ever that we can finally deliver this needed support for women and working families with President Biden’s American Families Plan.",https://www.nytimes.com/2021/04/29/opinion/biden-speech-child-care.html,,,Opinion | America Is Brutal to Parents. Biden Is Trying to Change That.,We're finally on the cusp of a humane family policy.,,,1.55,4827,5163.5,0.9348310254672219
500,Senator Chuck Schumer,senschumer,15771239406,429332,584869,2021-05-05 21:14:49 CEST,Status,"2,735",999,1138,73,162,15,244,11,82,11,,0,0,0,,https://www.facebook.com/15771239406/posts/10159639046789407,"New Yorkers are burdened by almost $90 billion in student debt, and communities of color are disproportionately burdened by this debt. President Biden can #CancelStudentDebtNY and help close the racial wealth gap.",,,,,,,,1.55,2735,5172.55223880597,0.5287525139874366
501,Senator Tom Carper,tomcarper,124891107521733,16890,34963,2021-04-30 19:53:33 CEST,Link,321,214,48,14,28,2,9,3,1,2,,0,0,0,,https://www.facebook.com/124891107521733/posts/4338752116135590,"It's been a busy week in Washington. After President Joe Biden spoke about the need to upgrade our nation's water systems on Wednesday, the Senate delivered. Our bipartisan bill is an investment in clean water across our country.",https://www.nbcnews.com/politics/congress/senate-votes-open-floodgates-passes-bipartisan-35-billion-water-infrastructure-n1265896,,,"Senate votes to open floodgates, passes bipartisan $35 billion water infrastructure bill",The Drinking Water and Wastewater Infrastructure Act passed overwhelmingly by a vote of 89-2.,,,1.55,321,710.5555555555555,0.4517591868647381
502,U.S. Senator Sherrod Brown,SenSherrodBrown,261478257610775,59188,180785,2021-04-13 02:07:00 CEST,Native Video,"2,067",1077,492,278,98,1,89,9,17,6,owned,13817,22465,0,00:01:58,https://www.facebook.com/261478257610775/posts/1160210871070838,More American workers today want to join unions - Millennials are the most pro-union generation since WWII. But corporations like Amazon use their power to crush their workers' union drives. We need to pass the #PROAct to finally give workers a fighting chance against corporations.,https://www.facebook.com/SenSherrodBrown/videos/304787484506567/,,,"Amazon, Union-Busting Tactics, and the PRO Act",,,,1.55,2067,3680.4285714285716,0.561619376625393
503,Senator Ben Cardin,senatorbencardin,120421834675191,33247,111662,2021-04-21 16:18:01 CEST,Link,883,595,56,51,159,11,5,0,1,5,,0,0,0,,https://www.facebook.com/120421834675191/posts/4047644098619592,"Every day I see examples of a truth to which I've long subscribed: Diversity is one of America's greatest strengths. Exhibit A: The new National Champion #UMBC Mock Trial Team. ""The UMBC Retrievers are a diverse bunch. One member is from Russia, another is from Venezuela. Some members are first generation college students, and all are from the public school system in Maryland."" Sincere congratulations to all team members, and to the entire UMBC community. You've made Maryland proud. https://www.baltimoresun.com/coronavirus/bs-fe-umbc-mock-trials-amta--20210421-6bmxgtdmgza4filhjwgp45ntea-story.html",https://www.baltimoresun.com/coronavirus/bs-fe-umbc-mock-trials-amta--20210421-6bmxgtdmgza4filhjwgp45ntea-story.html,,,‘A perfect day to win a national championship’: Underdog UMBC defeats favorite Yale in mock trial tournament,"Many favored Yale University to win but underdog University of Maryland, Baltimore County knocked off the Ivy League school in a tight match to claim their first national championship.",,,1.54,883,1142.888888888889,0.7726035387905892
504,Senator Jeanne Shaheen,SenatorShaheen,127503767282103,30335,47703,2021-04-20 19:04:28 CEST,Photo,317,194,72,12,22,1,15,0,0,1,,0,0,0,,https://www.facebook.com/127503767282103/posts/4309989792366792,"There is a bipartisan urgency in Congress to invest in our transportation and infrastructure networks to build a 21st century economy in New Hampshire and across the nation. I appreciated meeting with President Biden and a bipartisan group of lawmakers yesterday to find common ground on these priorities. We can and should work together to see this through. –J.S. Photo Credit: Adam Schultz, White House",https://www.facebook.com/SenatorShaheen/photos/a.760260524006421/4309982532367518/?type=3,,,,,,,1.54,317,372.77777777777777,0.8503725782414308
505,Senator Chuck Schumer,senschumer,15771239406,429287,584859,2021-04-28 17:03:48 CEST,Status,"3,299",2162,454,128,382,3,74,8,68,20,,0,0,0,,https://www.facebook.com/15771239406/posts/10159619955749407,"TODAY: We are reversing a Trump-era decision to roll back limits on methane pollution from oil and gas production. The Senate will vote to re-impose these critical regulations, one of the most significant climate actions in 10 years. #CutMethane",,,,,,,,1.54,3299,5172.55223880597,0.6377895954824692
506,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7957,16646,2021-04-28 04:04:12 CEST,Status,448,270,114,8,35,0,13,1,2,5,,0,0,0,,https://www.facebook.com/766794650136727/posts/2040461716103341,We have to expand broadband access in communities across our country.,,,,,,,,1.53,448,435.05555555555554,1.0297535436087346
507,Senator Gary Peters,SenGaryPeters,88851604323,42531,115073,2021-04-24 22:36:49 CEST,Link,"1,268",700,211,52,84,5,8,46,7,155,,0,0,0,,https://www.facebook.com/88851604323/posts/10159204108824324,"Today, we remember the 1.5 million men, women, and children who were killed in the Armenian genocide. I join President Joe Biden in recognizing this genocide—we can never forget the memory of all those lost, and we must continue standing against violence and hatred.",https://www.usatoday.com/story/news/politics/2021/04/24/joe-biden-recognizes-armenian-genocide-ottomans-turkey-starting-1915/7357499002/,,,Biden recognizes as 'genocide' the killing of 1.5M Armenians by Ottoman Turks,"Earlier this week, Turkey's foreign minister Mevlut Cavusoglu said Joe Biden would ""harm ties"" if he made the genocide declaration.",,,1.53,1268,1666.842105263158,0.7607199242185033
508,Alex Padilla,alexpadilla4ca,471134912978464,28286,29607,2021-05-06 22:35:02 CEST,Status,356,233,76,22,9,0,6,1,8,1,,0,0,0,,https://www.facebook.com/471134912978464/posts/4009825212442732,"McConnell says he is 100% focused on 'stopping this new administration' at any cost, which is the same playbook he's used for years. Anyone expecting a return to some bygone era of bipartisanship isn't acknowledging the reality that we are in. We MUST eliminate the filibuster.",,,,,,,,1.53,356,506.5652173913044,0.7027722942236717
509,Senator Van Hollen,chrisvanhollen,109304033877,49911,97479,2021-04-29 16:30:05 CEST,Link,"1,100",629,246,31,105,2,60,3,15,9,,0,0,0,,https://www.facebook.com/109304033877/posts/10158499283128878,"From maintenance to food service workers, federal contractor employees help keep our government running. I’m glad that President Joe Biden is ensuring that these essential workers are paid at least $15 an hour. We will keep fighting to increase the minimum wage for all workers.",https://www.npr.org/2021/04/27/991076456/biden-to-establish-15-an-hour-minimum-wage-for-federal-contractors,,,Biden To Establish $15-An-Hour Minimum Wage For Federal Contractors,"The administration also plans to eliminate the tipped minimum wage for federal contractors by 2024, effectively raising it to $15 from the current level of $7.65.",,,1.53,1100,1275.157894736842,0.8626382697705135
510,"Senator Angus S. King, Jr.",SenatorAngusSKingJr,142803045874943,44929,68949,2021-04-29 00:30:08 CEST,Link,979,699,109,39,99,1,8,2,18,4,,0,0,0,,https://www.facebook.com/142803045874943/posts/1882489798572917,"Today, the Senate voted to reinstate critical regulations on methane emissions – a massive victory for our climate, our public health, and our future. This is a significant moment in our fight to combat climate change, but the work is just beginning.",https://www.npr.org/2021/04/28/991635101/senate-votes-to-restore-regulations-on-climate-warming-methane-emissions,,,Senate Votes To Restore Regulations On Climate-Warming Methane Emissions,"The Trump administration rolled back the regulations last year, a move that was so controversial even some oil companies opposed it. Methane is an even more potent greenhouse gas than carbon dioxide.",,,1.52,979,1470.5555555555557,0.6657347941065357
511,Senator Chuck Schumer,senschumer,15771239406,429330,584868,2021-05-06 19:36:16 CEST,Photo,"3,697",1246,310,152,81,10,13,1124,6,755,,0,0,0,,https://www.facebook.com/15771239406/posts/10159641693294407,"I'm heartbroken that New Yorkers from Rockland, Borough Park, and Kiryas Joel were among the victims at Mount Meron. I made a shiva call to the family of Menachem Knoblowitz—May his memory be a blessing. The families of all who lost loved ones in this tragedy are in my prayers.",https://www.facebook.com/senschumer/photos/a.10150113225969407/10159641690679407/?type=3,,,,,,,1.52,3697,5172.55223880597,0.7147342026367652
512,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7968,16670,2021-05-07 23:53:49 CEST,Status,338,231,13,10,74,3,2,1,1,3,,0,0,0,,https://www.facebook.com/766794650136727/posts/2049576858525160,Sending my congrats to UNLV School of Medicine’s first class of students as they graduate today! 95% of these students are from Nevada and 26% are first-generation college students. I’m looking forward to seeing the great work they’ll do.,,,,,,,,1.52,338,435.05555555555554,0.7769122717405185
513,Senator Debbie Stabenow,SenatorStabenow,122289898323229,18209,102834,2021-04-14 23:26:20 CEST,Live Video Complete,588,200,237,27,47,0,62,2,12,1,owned,5995,6131,0,08:00:00,https://www.facebook.com/122289898323229/posts/150270477026359,"We’re at a crucial moment for American manufacturing. I am speaking on the Senate Floor about how we can seize this moment, create good jobs, rebuild a strong middle class and address the climate crisis. WATCH:",https://www.facebook.com/SenatorStabenow/videos/150270477026359/,,,American Manufacturing Floor Speech,,,,1.52,588,1576.909090909091,0.3728813559322034
514,U.S. Senator Kirsten Gillibrand,SenKirstenGillibrand,147791132432624,28099,157386,2021-04-23 21:45:06 CEST,Native Video,381,126,174,22,13,2,32,1,9,2,owned,3072,3249,0,00:01:00,https://www.facebook.com/147791132432624/posts/902029450342118,"Postal banking will get essential financial services to families shut out from banks AND help save the USPS. I'm proud to be fighting alongside U.S. Senator Bernie Sanders,Representative Alexandria Ocasio-Cortez, Congressman Bill Pascrell, Jr., and Representative Marcy Kaptur to start a postal banking pilot program!",https://www.facebook.com/SenKirstenGillibrand/videos/305766884265072/,,,Postal Banking,,,,1.52,381,959.3703703703703,0.39713546693433194
515,Senator Maria Cantwell,senatorcantwell,1657057011237862,57154,160047,2021-04-29 22:22:52 CEST,Native Video,621,238,217,9,55,0,86,0,12,4,share,4423,1192950,0,00:03:17,https://www.facebook.com/1657057011237862/posts/2994945094115707,"Combatting the COVID pandemic was priority one for the Biden administration. Their laser focus helped secure more resources to fight the pandemic with vaccines and the high unemployment, economic downturn with stimulus checks and benefits for those who lost their jobs. They have made sure that restaurants, entertainment venues, and small businesses are now eligible to get the help they need when they were previously left out. Now President Biden is bringing the same laser focus to the infrastructure package, which will put Americans back to work, grow our economy for the future, and secure America’s competitiveness.",https://www.facebook.com/WhiteHouse/videos/2864424897163981/,,,The White House,It’s official: Today marks 100 days since President Biden took office. Here’s a look at his historic accomplishments over the last three months:,,,1.51,621,1400.75,0.4433339282527218
516,Senator Joe Manchin III,JoeManchinIII,10150135395755161,61572,94701,2021-04-09 00:33:04 CEST,Photo,880,114,696,10,3,2,14,3,38,0,,0,0,0,,https://www.facebook.com/10150135395755161/posts/10165203345785161,"Today I had the opportunity to meet with city and county officials in Morgantown, Parkersburg, and Wheeling to discuss the billions of dollars in direct federal funding coming to West Virginia from the American Rescue Plan. West Virginia cities and counties will receive $677 million in direct federal funding, which can be used for COVID-related expenses, as well as water, sewer, and broadband infrastructure projects. This funding will help our communities bounce back from the pandemic and make investments in infrastructure that will create jobs and improve West Virginians' quality of life for generations to come. I was proud to vote for the American Rescue Plan because it will help West Virginia rebuild after this incredibly difficult year and jump-start our economic recovery. Visit https://www.manchin.senate.gov/arp to learn more about how West Virginians will benefit from the American Rescue Plan.",https://www.facebook.com/JoeManchinIII/photos/a.10154984290275161/10165203344255161/?type=3,,,Photos from Senator Joe Manchin III's post,,,,1.51,880,1062.2857142857142,0.8284023668639053
517,Senator Chuck Schumer,senschumer,15771239406,429062,584691,2021-04-20 21:42:32 CEST,Link,"4,724",3237,327,335,673,14,68,7,33,30,,0,0,0,,https://www.facebook.com/15771239406/posts/10159600504084407,"In state after state, in ballot initiatives and constitutional amendments, Americans are sending a clear message—they want an end to marijuana prohibition I’m working with Senator Cory Booker & Senator Ron Wyden on comprehensive marijuana reform legislation in the Senate https://www.marijuanamoment.net/schumer-celebrates-4-20-marijuana-holiday-on-senate-floor/",https://www.marijuanamoment.net/schumer-celebrates-4-20-marijuana-holiday-on-senate-floor/,,,Schumer Celebrates 4/20 Marijuana Holiday On Senate Floor | Marijuana Moment,"Senate Majority Leader Chuck Schumer (D-NY) on Tuesday marked the marijuana holiday 4/20 by making the case for ending federal prohibition on the Senate floor. In a speech, the senator said April 20 is “a very unofficial American holiday,” and the occasion is “as appropriate a time as any to t...",,,1.51,4724,5172.55223880597,0.9132822216002379
