,Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),reactions_sum,reactions_groupavg,score
698,Senator Jeanne Shaheen,SenatorShaheen,127503767282103,30349,47694,2021-05-04 23:46:22 CEST,Photo,199,128,45,8,17,0,1,0,0,0,,0,0,0,,https://www.facebook.com/127503767282103/posts/4351981484834289,"Thrilled to be on hand this morning to celebrate the completion of the Grafton Road Drinking Water Treatment Facility at Pease. This facility will help address PFAS contamination at Pease and put local families one step closer to access to safe, clean drinking water. –J.S.",https://www.facebook.com/SenatorShaheen/photos/a.760260524006421/4351981261500978/?type=3,,,Photos from Senator Jeanne Shaheen's post,,,,1.23,199,372.77777777777777,0.5338301043219076
699,Senator Edward J. Markey,EdJMarkey,6846731378,56792,135341,2021-04-21 18:46:36 CEST,Photo,579,240,194,25,56,5,52,0,6,1,,0,0,0,,https://www.facebook.com/6846731378/posts/10158567126776379,Saving our planet requires a mass mobilization of people and resources to combat the climate crisis. That's why we've introduced the Civilian Climate Corps to employ millions of Americans — bringing jobs and justice to frontline communities all across the United States.,https://www.facebook.com/EdJMarkey/photos/a.500519636378/10158567125976379/?type=3,,CIVILIAN CLIMATE CORPS ×× GND JOBS AND JUSTICE FOR FRONTLINE COMMUNITIES,,,,,1.23,579,1048.8297872340424,0.5520438178314231
700,Senator Martin Heinrich,MartinHeinrich,137523189213,27623,53157,2021-05-05 04:29:23 CEST,Photo,719,507,40,44,114,1,8,0,1,4,,0,0,0,,https://www.facebook.com/137523189213/posts/10159326347804214,"Incredibly honored to have spent the afternoon talking about roads, broadband, and energy with the leadership of the Jicarilla Apache Nation.",https://www.facebook.com/MartinHeinrich/photos/a.10152278201614214/10159326347694214/?type=3,,,,,,,1.22,719,1333.2666666666667,0.5392769638481925
701,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7957,16652,2021-04-29 17:03:00 CEST,Status,357,142,104,16,36,1,0,3,2,53,,0,0,0,,https://www.facebook.com/766794650136727/posts/2041891785960334,"On this day in 1945, the Dachau concentration camp was liberated. With anti-Semitism on the rise around the world, we must remember the horrors of the Holocaust to ensure #NeverAgain means never again for anyone.",,,,,,,,1.22,357,435.05555555555554,0.8205848550632103
702,U.S. Senator Sherrod Brown,SenSherrodBrown,261478257610775,59272,180729,2021-04-30 20:18:34 CEST,Photo,"3,966",2301,661,136,558,7,243,8,29,23,,0,0,0,,https://www.facebook.com/261478257610775/posts/1171322456626346,"An honor to sit down with Vice President Kamala Harris and Cincinnati leaders today to talk about what investing in transit means for Ohio: Good jobs, young talent, and thriving cities.",https://www.facebook.com/SenSherrodBrown/photos/a.261538294271438/1171322279959697/?type=3,,,,,,,1.22,3966,3680.4285714285716,1.077591895353802
703,Alex Padilla,alexpadilla4ca,471134912978464,28043,29341,2021-04-18 02:25:02 CEST,Status,343,183,92,30,2,19,4,4,9,0,,0,0,0,,https://www.facebook.com/471134912978464/posts/3955236557901598,"As of this month, there are now 6 centi-billionaires (net worth more than $100 billion) whose fortunes are worth more than the economies of 13 states in the USA. This extreme concentration of wealth, and elaborate efforts to avoid paying taxes on it, is simply not sustainable.",,,,,,,,1.22,343,506.5652173913044,0.6771092610076388
704,Senator Tammy Duckworth,SenDuckworth,112300955610529,158442,266724,2021-04-20 01:46:29 CEST,Link,"1,513",1093,155,23,190,2,32,0,3,15,,0,0,0,,https://www.facebook.com/112300955610529/posts/1933111773529429,"With all Illinoisans 16+ now eligible for the COVID-19 vaccine, I ask of you as a Senator, a mother, an Illinoisan and a neighbor: Do what’s best not just for you, but for your family, friends, neighbors and country. Please get vaccinated.",https://thesouthern.com/opinion/columnists/opinion-tammy-duckworth-as-eligibility-opens-up-get-vaccinated/article_46dcb46c-6295-5035-92f4-16a995cf5bc0.html,,,"Opinion | Tammy Duckworth: As eligibility opens up, get vaccinated","It’s an incredible feat, and it is even more incredible when you think back to where we were one year ago.",,,1.22,1513,3332.535714285714,0.4540086377811834
705,Senator Maria Cantwell,senatorcantwell,1657057011237862,57188,160161,2021-04-15 00:56:30 CEST,Link,"1,089",743,92,32,190,3,14,0,4,11,,0,0,0,,https://www.facebook.com/1657057011237862/posts/2984205278523022,"We welcome the presence of Billy Frank Jr. in the nation’s Capitol in the form of a statue. At a time when so many voices in our country are fighting for racial equity and social justice, it is fitting that we will be sharing Billy Frank Jr.'s story with the rest of the country.",https://www.thenewstribune.com/news/local/article250620979.html,,,"In view of Billy Frank Jr.’s canoe, Gov. Inslee signs bill to send statue to D.C.","“I hope people realize the significance of having one of our own Native people here in Washington, D.C.,” said Willie Frank III, Frank’s son.",,,1.22,1089,1400.75,0.7774406567910048
706,Senator Van Hollen,chrisvanhollen,109304033877,50048,97616,2021-05-07 23:38:43 CEST,Photo,647,234,249,26,65,0,56,3,10,4,,0,0,0,,https://www.facebook.com/109304033877/posts/10158516415688878,"We need systemic changes to ensure true public safety. Not every emergency requires a police response. In too many situations, those responses lead to unnecessary escalation. Was proud to join Mayor Brandon M. Scott today as he announced Baltimore’s new 911 diversion pilot program to ensure those experiencing behavioral health and substance use crisis situations get the help they need from professionals trained to deal with those encounters. I’m glad to partner with the Mayor as Baltimore leads the way on this front and as I work in Congress to provide funding for state and local governments across the country to develop programs like this. I look forward to once again teaming up with Congressmember Karen Bass to reintroduce our legislation on this issue — the Community-Based Response Act.",https://www.facebook.com/chrisvanhollen/photos/a.10150684106803878/10158516405078878/?type=3,,,Photos from Senator Van Hollen's post,,,,1.22,647,1275.157894736842,0.5073881459468383
707,Senator Chris Murphy,senchrismurphy,2399054590165497,245681,307710,2021-04-26 15:36:21 CEST,Status,"2,898",2144,524,76,75,16,43,3,7,10,,0,0,0,,https://www.facebook.com/2399054590165497/posts/5455299137874345,"I checked a timetable from Bridgeport to New York City. Right now, it's about 89 minutes on average. In 1963, it was 74 minutes. We're getting slower, not faster. It’s time to make serious investments and revitalize our rail system.",,,,,,,,1.22,2898,2562.525,1.1309157959434541
708,Alex Padilla,alexpadilla4ca,471134912978464,28020,29307,2021-04-11 23:15:02 CEST,Status,341,206,78,11,26,0,12,2,3,3,,0,0,0,,https://www.facebook.com/471134912978464/posts/3937552606336660,"Bipartisanship in Washington may be a noble concept in theory, but the reality is that the Republican Party has become radicalized to the point that the chance of real compromise is vanishing. Gridlock is unacceptable. Americans deserve better. It's time for the filibuster to go.",,,,,,,,1.21,341,506.5652173913044,0.6731611020513261
709,Senator Catherine Cortez Masto,SenatorCortezMasto,1283446251699112,13688,37924,2021-04-30 20:05:19 CEST,Link,279,140,86,8,17,2,23,0,0,3,,0,0,0,,https://www.facebook.com/1283446251699112/posts/4130300957013613,"We need to protect American jobs and counter the Chinese government’s efforts to set technology standards. My bipartisan bill with Senator Rob Portman would strengthen America’s technology industry, keep us competitive economically, and help create jobs in Nevada and across the country. The U.S. is a world leader in technology innovation and I’m doing all I can to make sure it stays that way. https://thehill.com/policy/technology/551124-senators-introduce-bill-to-increase-us-technology-competitiveness-against?rl=1",https://thehill.com/policy/technology/551124-senators-introduce-bill-to-increase-us-technology-competitiveness-against?rl=1,,,Senators introduce bill to increase US technology competitiveness against China,Sens. Catherine Cortez Masto (D-Nev.) and Rob Portman (R-Ohio) on Friday introduced a bill to improve U.S.,,,1.21,279,581.2352941176471,0.4800121445197854
710,Senator Chuck Schumer,senschumer,15771239406,429274,584837,2021-04-29 19:07:11 CEST,Status,"2,598",1035,846,124,265,4,277,3,24,20,,0,0,0,,https://www.facebook.com/15771239406/posts/10159622433034407,In these first 100 days: The U.S. has administered more than 200 million shots More than 160 million relief checks have been delivered The U.S. created more than 1 million jobs in the past three months—the most in a president’s first 100 days in American history #HelpIsHere,,,,,,,,1.21,2598,5172.55223880597,0.502266556248395
711,Senator Bob Menendez,senatormenendez,349744811357,53650,160899,2021-04-20 15:42:54 CEST,Photo,567,257,43,21,17,1,2,137,0,89,,0,0,0,,https://www.facebook.com/349744811357/posts/10159184841791358,My sincerest condolences to Vice President Mondale’s family as they mourn his passing. Our country owes him a debt of gratitude for his love of country and years of service to the United States.,https://www.facebook.com/senatormenendez/photos/a.10151945058116358/10159184841066358/?type=3,,19282021) (1928-2021) President Walter Mondale,,,,,1.21,567,874.4473684210526,0.6484095218032442
712,Senator Maggie Hassan,SenatorHassan,523773000968844,23070,37005,2021-04-13 00:32:54 CEST,Status,429,217,152,13,33,0,4,0,1,9,,0,0,0,,https://www.facebook.com/523773000968844/posts/4294626733883433,Wishing a peaceful and joyous Ramadan to all who are celebrating.,,,,,,,,1.21,429,757.2758620689655,0.5665042575474706
713,Senator John Hickenlooper,SenatorHick,101702821881752,4156,5752,2021-04-24 20:05:04 CEST,Link,145,97,14,10,12,0,1,1,1,9,,0,0,0,,https://www.facebook.com/101702821881752/posts/160487219336645,"Good to see President Biden call this atrocity exactly what it is — genocide. From 1915 to 1917, 1.5 million Armenians were murdered. We must acknowledge what took place if we hope to avoid it in the future. https://www.nytimes.com/2021/04/24/us/politics/armenia-genocide-joe-biden.html",https://www.nytimes.com/2021/04/24/us/politics/armenia-genocide-joe-biden.html,,,"Breaking With Predecessors, Biden Declares Mass Killings of Armenians a Genocide","The Turkish government, as well as human rights activists and ethnic Armenians, had a muted response to the news, describing the move as largely symbolic.",,,1.21,145,380.0625,0.381516197993751
714,Senator Chris Murphy,senchrismurphy,2399054590165497,245720,307771,2021-04-23 01:37:47 CEST,Status,"2,875",934,1375,101,203,5,71,5,170,11,,0,0,0,,https://www.facebook.com/2399054590165497/posts/5451392504931675,"With the gun violence prevention movement growing stronger every day and the gun lobby weaker than ever, the days of giving gun manufacturers license to kill are over. Today, I'm helping introduce legislation to take away gun manufacturers' immunity and put the safety of Americans first.",,,,,,,,1.21,2875,2562.525,1.1219402737534268
715,Senator Tammy Duckworth,SenDuckworth,112300955610529,158406,266628,2021-04-29 21:55:22 CEST,Native Video,"1,035",642,84,132,152,7,13,0,0,5,owned,6552,7101,0,00:00:56,https://www.facebook.com/112300955610529/posts/1940717809435492,"After years of advocating for clean water, I'm proud to have led this bill and even more proud to see it get passed in the Senate. Clean water is a right—and if #DWWIA becomes law, we'll be able to create jobs, remove lead pipes and help ensure that right for all.",https://www.facebook.com/SenDuckworth/videos/854959235056808/,,,DWWIA Passed The Senate!,,,,1.21,1035,3332.535714285714,0.31057431599704216
716,Senator Jeff Merkley,jeffmerkley,74374931545,127097,190151,2021-05-05 21:12:29 CEST,Link,"1,544",992,171,101,244,4,5,5,7,15,,0,0,0,,https://www.facebook.com/74374931545/posts/10158045008901546,"Yesterday, I introduced legislation to expand the Smith River National Recreation Area to include the headwaters of the Smith River watershed in Oregon. When we come together to protect our state’s natural wonders, we can create jobs, protect resources, and make sure Oregonians can enjoy the beauty of our state for generations to come. Expanding the Smith River National Recreation Area is a commonsense win-win-win for our economy, adventurers across the Northwest, and those dedicated to preserving the ecosystems that make Oregon so special. I’m grateful to all of the local leaders, conservationists, and businesses who have been a part of this process so far, and look forward to continuing to work together to get this bill signed into law. Learn more ⬇️",https://www.merkley.senate.gov/news/press-releases/merkley-wyden-push-to-expand-smith-river-national-recreation-area-to-include-oregon-2021,,,"Merkley, Wyden Push to Expand Smith River National Recreation Area to Include Oregon | U.S. Senator Jeff Merkley of Oregon",The Official U.S. Senate website of Senator Jeff Merkley of Oregon,,,1.21,1544,3166.325,0.4876315602472899
